polygon_index,centroid_lat,centroid_lng,is_true_centroid
0,18.37155524539211,42.48766670507823,False
1,18.44638700000007,42.44666000000011,True
2,18.521942000000024,42.43249500000002,False
3,18.175302332066156,42.6005773651639,False
4,18.252622692286817,42.557369954614835,False
5,18.346387000000068,42.54666000000011,True
6,18.44638700000007,42.54666000000011,True
7,18.056566290068396,42.66430350996801,False
8,18.146387000000068,42.64666000000011,True
9,18.239923017619027,42.6369217541106,False
10,18.346663999999976,42.62916599999994,False
11,18.411942000000124,42.60638400000005,False
12,17.735275,42.79499800000002,False
13,17.853067022687316,42.77373507602503,False
14,17.946387000000072,42.74666000000012,True
15,18.044706858665457,42.74256823841745,False
16,18.130278957006603,42.707430995787895,False
17,17.45313929092625,42.869809340314674,False
18,17.54638700000007,42.84666000000011,True
19,17.64638700000007,42.84666000000011,True
20,17.74638700000007,42.84666000000011,True
21,17.846387000000068,42.84666000000011,True
22,17.921699573929395,42.79899783804246,False
23,17.060363425828985,42.990023914315096,False
24,17.148122328958067,42.97649639512806,False
25,17.253767622964695,42.96363584870657,False
26,17.34638700000007,42.946660000000115,True
27,17.446387000000065,42.946660000000115,True
28,17.54638700000007,42.946660000000115,True
29,17.644622949215478,42.95613321537475,False
30,17.740608293871357,42.92114113667287,False
31,17.807490461370868,42.8961840794087,False
32,17.046067010226956,43.044468041469855,False
33,17.14398036102626,43.03017430804631,False
34,17.241893711825558,43.01588057462277,False
35,17.372576607805087,43.086932479467684,False
36,17.446387000000065,43.046660000000124,True
37,17.54638700000007,43.046660000000124,True
38,17.64638700000007,43.046660000000124,True
39,17.164891889150915,43.18063201319021,False
40,17.248442743015787,43.154957803954055,False
41,17.34638700000007,43.14666000000013,True
42,17.446387000000065,43.14666000000013,True
43,17.537414620864322,43.128553596901156,False
44,17.610722258781944,43.08904642330397,False
45,17.05852552959287,43.25502757102471,False
46,17.14638700000007,43.24666000000011,True
47,17.246387000000073,43.24666000000011,True
48,17.344972236583395,43.24471474106294,False
49,17.41037669375587,43.19714686640766,False
50,16.846387000000075,43.40527300000002,False
51,16.95256277928359,43.35370970371867,False
52,17.04638700000007,43.34666000000012,True
53,17.14638700000007,43.34666000000012,True
54,17.246387000000073,43.34666000000012,True
55,16.049761204200056,43.480067962375784,False
56,16.139022267303677,43.48150507857842,False
57,16.559541769558983,43.47573459304539,False
58,16.646387000000075,43.446660000000115,True
59,16.746387000000073,43.446660000000115,True
60,16.846387000000075,43.446660000000115,True
61,16.946387000000072,43.446660000000115,True
62,17.04638700000007,43.446660000000115,True
63,17.14638700000007,43.446660000000115,True
64,17.246387000000073,43.446660000000115,True
65,15.946387000000076,43.546660000000124,True
66,16.046387000000074,43.546660000000124,True
67,16.146387000000075,43.54666000000014,True
68,16.246387000000073,43.54666000000014,True
69,16.345647728941554,43.550278852602645,False
70,16.446387000000072,43.54666000000014,True
71,16.546387000000074,43.54666000000014,True
72,16.646387000000075,43.54666000000014,True
73,16.746387000000073,43.54666000000014,True
74,16.846387000000075,43.54666000000014,True
75,16.946387000000072,43.54666000000014,True
76,17.043593716449777,43.54236782903053,False
77,17.137422181097318,43.502400910973705,False
78,15.958030438363545,43.65325770778944,False
79,16.046387000000074,43.64666000000013,True
80,16.146387000000075,43.646660000000125,True
81,16.246387000000073,43.646660000000125,True
82,16.346387000000075,43.646660000000125,True
83,16.446387000000072,43.646660000000125,True
84,16.546387000000074,43.646660000000125,True
85,16.646387000000075,43.646660000000125,True
86,16.746387000000073,43.646660000000125,True
87,16.846387000000075,43.646660000000125,True
88,16.929616144584394,43.62926166414861,False
89,15.676907094177814,43.78777853028014,False
90,15.750582612098244,43.763650105234696,False
91,15.846387000000075,43.74666000000013,True
92,15.946387000000076,43.74666000000013,True
93,16.046387000000074,43.74666000000013,True
94,16.146387000000075,43.74666000000013,True
95,16.246387000000073,43.74666000000013,True
96,16.346387000000075,43.74666000000013,True
97,16.446387000000072,43.74666000000013,True
98,16.546387000000074,43.74666000000013,True
99,16.646387000000075,43.74666000000013,True
100,16.746387000000073,43.74666000000013,True
101,16.828911595654972,43.72624707082865,False
102,15.558440579288652,43.86820996018948,False
103,15.646387000000075,43.846660000000135,True
104,15.746387000000075,43.846660000000135,True
105,15.846387000000075,43.846660000000135,True
106,15.946387000000076,43.846660000000135,True
107,16.046387000000074,43.846660000000135,True
108,16.146387000000075,43.846660000000135,True
109,16.246387000000073,43.846660000000135,True
110,16.346387000000075,43.846660000000135,True
111,16.446387000000072,43.846660000000135,True
112,16.546387000000074,43.846660000000135,True
113,16.646387000000075,43.846660000000135,True
114,16.721802325697166,43.817942769466356,False
115,15.381092337933628,43.98655214052631,False
116,15.446387000000076,43.946660000000136,True
117,15.546387000000077,43.946660000000136,True
118,15.646387000000075,43.946660000000136,True
119,15.746387000000075,43.946660000000136,True
120,15.846387000000075,43.946660000000136,True
121,15.946387000000076,43.946660000000136,True
122,16.046387000000074,43.946660000000136,True
123,16.146387000000075,43.946660000000136,True
124,16.246387000000073,43.946660000000136,True
125,16.346387000000075,43.946660000000136,True
126,16.446387000000072,43.946660000000136,True
127,16.546387000000074,43.946660000000136,True
128,16.629505589310686,43.92838107956942,False
129,15.275961680113578,44.078371024733585,False
130,15.346387000000078,44.04666000000013,True
131,15.446387000000076,44.04666000000013,True
132,15.546387000000077,44.04666000000013,True
133,15.646387000000075,44.04666000000013,True
134,15.746387000000075,44.04666000000013,True
135,15.846387000000075,44.04666000000013,True
136,15.946387000000076,44.04666000000013,True
137,16.046387000000074,44.04666000000013,True
138,16.146387000000075,44.04666000000013,True
139,16.246387000000073,44.04666000000013,True
140,16.346387000000075,44.04666000000013,True
141,16.44305427480021,44.03105446216804,False
142,16.530199023495612,44.01750998228549,False
143,15.173757424998007,44.17521102799281,False
144,15.246387000000077,44.14666000000013,True
145,15.346387000000078,44.14666000000013,True
146,15.446387000000076,44.14666000000013,True
147,15.546387000000077,44.14666000000013,True
148,15.646387000000075,44.14666000000013,True
149,15.746387000000075,44.14666000000013,True
150,15.846387000000075,44.14666000000013,True
151,15.946387000000076,44.14666000000013,True
152,16.046387000000074,44.14666000000013,True
153,16.146387000000075,44.14666000000014,True
154,16.246387000000073,44.14666000000014,True
155,16.31735687177561,44.13481418910016,False
