polygon_index,centroid_lat,centroid_lng,is_true_centroid
0,18.23702269007637,42.56645279548171,False
1,18.396387000000065,42.49666000000011,True
2,18.521942000000024,42.43249500000002,False
3,17.81756425267488,42.78249439802748,False
4,17.997410062826738,42.69843324931898,False
5,18.18266470762355,42.678391186480965,False
6,18.37091749137398,42.62372326281225,False
7,17.02966742355528,42.99991740307873,False
8,17.18527599999993,42.97499800000014,False
9,17.396854428623268,42.89749756568844,False
10,17.596229708057194,42.89618045897309,False
11,17.79638700000007,42.896660000000125,True
12,17.94070284208818,42.78915477263162,False
13,17.006664000000114,43.04777500000006,False
14,17.213835480872973,43.16364206242524,False
15,17.39638700000007,43.09666000000012,True
16,17.59638700000007,43.09666000000012,True
17,16.806350732985877,43.407595992169554,False
18,17.005634985651053,43.30721665298914,False
19,17.196387000000072,43.296660000000124,True
20,17.353890527841983,43.238228575149066,False
21,15.997918598774554,43.49987857713492,False
22,16.186834636733717,43.508720778396224,False
23,16.399952462815964,43.54803497490413,False
24,16.59638700000007,43.496660000000126,True
25,16.79638700000007,43.496660000000126,True
26,16.99638700000007,43.496660000000126,True
27,17.193485944961292,43.48738462597491,False
28,15.66859745900736,43.793946329718935,False
29,15.81712516617757,43.74120342428242,False
30,15.996387000000075,43.69666000000013,True
31,16.196387000000072,43.69666000000013,True
32,16.396387000000075,43.69666000000013,True
33,16.59638700000007,43.69666000000013,True
34,16.79638700000007,43.69666000000013,True
35,16.930550887249368,43.62836063348574,False
36,15.43416071919789,43.94077799978842,False
37,15.596387000000076,43.89666000000014,True
38,15.796387000000074,43.89666000000014,True
39,15.996387000000075,43.89666000000014,True
40,16.196387000000072,43.89666000000014,True
41,16.396387000000075,43.89666000000014,True
42,16.59638700000007,43.89666000000014,True
43,16.70702249216111,43.84143282877151,False
44,15.224790269642384,44.12628842362536,False
45,15.396387000000079,44.096660000000135,True
46,15.596387000000076,44.096660000000135,True
47,15.796387000000074,44.096660000000135,True
48,15.996387000000075,44.096660000000135,True
49,16.196387000000072,44.096660000000135,True
50,16.377778902366916,44.06713351444215,False
51,16.537219999999934,44.013611000000026,False
52,15.196036843446896,44.28507466823303,False
53,15.400599084086158,44.305519446664036,False
54,15.596387000000076,44.29666000000013,True
55,15.796387000000074,44.29666000000013,True
56,15.996387000000075,44.29666000000013,True
57,16.186292234318017,44.30113247633998,False
58,15.008610000000033,44.56472000000008,False
59,15.19638700000008,44.49666000000014,True
60,15.396387000000079,44.49666000000014,True
61,15.596387000000076,44.49666000000014,True
62,15.796387000000074,44.49666000000014,True
63,15.996387000000075,44.49666000000014,True
64,16.141316679547796,44.46975908361563,False
65,13.887739626125807,44.78610682960799,False
66,13.954562608422066,44.78960656245637,False
67,14.88762308247118,44.716938739931706,False
68,14.996387000000077,44.69666000000014,True
69,15.19638700000008,44.69666000000014,True
70,15.396387000000079,44.69666000000014,True
71,15.596387000000076,44.69666000000014,True
72,15.796387000000074,44.69666000000014,True
73,15.97039642745711,44.68014578686767,False
74,13.815716983273965,44.91336193510597,False
75,13.99638700000008,44.89666000000014,True
76,14.145832000000098,44.96166199999999,False
77,14.883818292339106,44.86421435026599,False
78,14.996387000000077,44.89666000000014,True
79,15.19638700000008,44.89666000000014,True
80,15.396387000000079,44.89666000000014,True
81,15.596387000000076,44.89666000000014,True
82,15.76439879457574,44.90547062490842,False
83,18.796387000000067,44.89666000000014,True
84,18.996387000000066,44.89666000000014,True
85,13.629869971226775,45.12122525680588,False
86,13.796387000000083,45.09666000000015,True
87,13.99638700000008,45.09666000000015,True
88,14.192570989101013,45.10072811548099,False
89,14.66756174828855,45.18760607658128,False
90,14.802827722301277,45.12241743443312,False
91,14.996387000000077,45.09666000000015,True
92,15.19638700000008,45.09666000000015,True
93,15.396387000000079,45.09666000000015,True
94,15.596387000000076,45.09666000000015,True
95,15.769399252067032,45.10192653781494,False
96,16.071263074980227,45.169875756398376,False
97,16.196387000000072,45.09666000000015,True
98,16.396387000000075,45.09666000000015,True
99,16.808711171505013,45.18800265817907,False
100,17.05805789969616,45.1964021560925,False
101,17.198065842017947,45.14772800348833,False
102,17.408037546219365,45.14776313463474,False
103,17.596386000000052,45.10888700000004,False
104,17.79638700000007,45.09666000000015,True
105,17.996387000000066,45.09666000000015,True
106,18.196387000000065,45.09666000000015,True
107,18.399344538354097,45.11257148820371,False
108,18.59638700000007,45.09666000000015,True
109,18.796387000000067,45.09666000000015,True
110,18.996387000000066,45.09666000000015,True
111,19.123460981272626,45.134175357909804,False
112,19.394178066889445,45.17451459796019,False
113,13.596387000000085,45.29666000000016,True
114,13.796387000000083,45.29666000000016,True
115,13.99638700000008,45.29666000000016,True
116,14.196387000000081,45.29666000000016,True
117,14.406493777576381,45.33302399926095,False
118,14.59638700000008,45.29666000000016,True
119,14.79638700000008,45.29666000000016,True
120,14.996387000000077,45.29666000000016,True
121,15.19638700000008,45.29666000000016,True
122,15.396387000000079,45.29666000000016,True
123,15.596387000000076,45.29666000000016,True
124,15.796387000000074,45.29666000000016,True
125,15.996387000000075,45.29666000000016,True
126,16.196387000000072,45.29666000000016,True
127,16.396387000000075,45.29666000000016,True
128,16.59638700000007,45.29666000000016,True
129,16.79638700000007,45.29666000000016,True
130,16.99638700000007,45.29666000000016,True
131,17.196387000000072,45.29666000000016,True
132,17.39638700000007,45.29666000000016,True
133,17.59638700000007,45.29666000000016,True
134,17.79638700000007,45.29666000000016,True
135,17.996387000000066,45.29666000000016,True
136,18.196387000000065,45.29666000000016,True
137,18.396387000000065,45.29666000000016,True
138,18.59638700000007,45.29666000000016,True
139,18.796387000000067,45.29666000000016,True
140,18.996387000000066,45.29666000000016,True
141,19.18788423356868,45.27110414940814,False
142,19.39684622290457,45.235807498223465,False
143,13.591256437855785,45.48186468453767,False
144,13.798561742977888,45.44844264492512,False
145,13.996969301202054,45.47196581813316,False
146,14.197145991047257,45.477667846401246,False
147,14.398559313072731,45.48718099295689,False
148,14.59638700000008,45.496660000000155,True
149,14.78910240828089,45.486120514724675,False
