,uuid,latitude,longitude
0,69387a76-b6f6-4a76-9d82-59367e14cb12,45.55222786237915,18.53839695354916
1,83fd0354-8781-4325-9139-653ba0ce718f,45.11632629078026,14.82181715265881
2,5e2f692d-a2e6-45b1-b18b-3cec90b31b64,45.42498633931014,18.76785331863612
3,b3447ea2-8ea2-4c4e-b2a8-8611c8253995,46.15450138396207,17.0570928956176
4,93c8620f-2e97-4fe1-999a-c4c423b3d878,43.65148208448196,16.32389407347047
5,d2b3e614-71e0-4910-82dd-f19a767f3307,45.29523222005575,15.25182092057545
6,275ca9fb-9d73-4324-b238-88d9f68fdeaf,45.30989747209561,16.99975759416772
7,c844632c-2053-4a1c-816d-61dd2f1d0ffc,45.20693758219236,19.15135492798874
8,1a1d31ee-29a1-402b-9a84-eaf0500e6942,44.83549095504157,15.23641089044135
9,2f9003b4-fb10-4c7a-a05d-e107b906ee69,44.26924442484817,15.93824381396705
10,102ae7f4-33d0-46ea-827e-0df7e12e1393,42.64626656416792,18.10159755151343
11,041b83f0-5286-4432-806e-4d64a7066bbc,45.4821586934661,18.14766501740445
12,62c80ed4-2d4a-4357-907f-4d61c1936ec0,45.95691919999999,16.1174669
13,b5d44460-9969-4639-88f3-beae2a43a74a,45.7467711,18.2883074
14,63912081-f7c8-49c1-818a-dc12c844cf67,44.54230304831046,15.06757744288909
15,b814b188-bf15-4ab1-b5ca-1d5b7a3bbc83,45.46392401853216,16.49618753493564
16,b3ff9bb4-91c9-4cbe-b5fd-13f10e0bcb36,45.72256443832539,15.92413356272906
17,070086ee-5e80-4637-a8e3-14da0e4d4900,45.36091561781626,15.05893073966216
18,75a56f94-dcba-41ce-877e-e8bc9c852c07,44.93050924391569,18.92362533427355
19,6ed39af5-8f9e-48cf-9dea-f5b8c02b588a,45.6332298,18.6072235
20,9e39ba63-f959-471a-8ae2-35e333119dee,45.4242358850085,18.83456329363789
21,a8094b58-211d-4a28-9500-fe156a1cd979,45.44424492483735,14.34558153408151
22,1ec8e9f7-c8ac-47f6-807e-b3ea647ec34e,45.5697489355163,17.71670057767933
23,a5c55af3-9fe6-4787-94b8-76949bce3c22,43.8065321,15.5903654
24,2a4d4844-15ea-4845-b206-97df98803cae,45.90081484196477,16.70025795559188
25,8323a98f-e645-4684-8fc6-bddcd82f911d,43.79482877678339,16.07241545262021
26,05fe3cb0-67eb-41c2-9eb2-29cb8ee2c370,44.96342025250799,15.36921751225532
27,b6b28772-a81b-4917-9e95-f9875ecd312f,45.27936710985799,17.42858971308121
28,48890406-4b5b-4263-ba70-c4e168df8516,45.40471918634083,18.82234247634886
29,e97c3b84-d4e3-45e3-bf0c-e9dc8cb88f1f,43.78197552535114,15.7275016979474
30,7e5ec877-48c2-44fa-8683-f14148409dcc,45.13492454405424,15.63980183045819
31,a8347b82-cf50-41d6-ab8c-ff3e4a058382,45.60395150606697,18.0813538119166
32,54dab2f2-94e9-4ff2-83a1-be3b4d324a34,44.14149004996507,15.58326149571842
33,b5d664cb-702a-4659-9caf-65de383c4641,45.54588479343479,18.53103100962658
34,806bd67d-abc6-484e-9a6e-21a99b51acd5,44.78363314666137,15.51154417258615
35,1ab00b91-66cc-43b0-a3a9-7febfa43e548,45.40295795372018,17.03737067479651
36,7bfec773-d389-4885-a3bb-99e3294758b5,46.06162077378089,15.85881533409151
37,bbba4329-e4ec-44ab-86ab-fb1d586f1599,45.65043087711575,18.00527260796467
38,d99b774a-60d1-414c-9680-93924ef2f99e,43.40966932665056,16.9735298910129
39,a8584dd4-73a8-40cd-afbb-d51c46f72813,43.68256088921031,16.60834623214093
40,fa03cec6-3a6f-4b5f-bc3b-2d8a8391c145,43.57605768103586,15.96390517504642
41,b5c2c57e-ee86-4a7c-94d9-653217a181a3,46.21350251829372,16.59749651358238
42,512f8ba1-dbcb-4112-8b6b-395344956a1d,45.17073851583878,15.76686917926369
43,d7007fa4-7bdb-4470-b1fc-354cf00d8d28,45.64513589094166,17.32557971457095
44,f7824b78-af68-4e0f-b64b-b20fa45edc08,46.22314646239279,16.6605265726442
45,23e685cb-77ad-41c0-94b6-710978340005,45.29630961704254,14.52706061303616
46,6e577bb5-4c18-4bc8-a071-f466500bbd51,45.38694229980929,17.78351701533439
47,ec0467cc-7b68-4466-a0c9-1761a92f8a7b,46.16475940363332,17.0495471038536
48,fa9bd265-de21-44d7-96f1-f58c8fb81022,45.37463922617619,17.92259997110768
49,4c84c945-e81a-423f-b1a7-99febb5aca3d,45.50593047244229,14.91497827762785
50,995f52a2-2aae-4550-b0ea-61eb50b69473,43.28728217566015,17.3217660709768
51,6a38d0e4-3339-42b0-992d-ac4340f0b19c,45.34432098675953,16.53558128986866
52,31f62d9b-2dc7-4f46-bd4d-d5577389b1e2,43.75467143838433,16.44200590979568
53,5c672fab-0559-4bdc-bdb6-dc4fc62bfff9,45.81715972779445,16.72072074565433
54,def53ccb-6991-479a-9907-640ddc79ff36,45.47923890954938,17.86442457355199
55,e09a2047-bb5c-4845-b369-f860c1cfcfbd,45.70388361455997,16.85859617766561
56,8674d1fc-143a-47cd-a0ea-c4d063a26132,45.14633151395488,13.97877105627561
57,3b4684a6-2d4e-4aac-9c1a-9382a5226bb5,46.32093596177666,16.1072559456384
58,622f7772-aa8b-463f-8aa8-e553b6fd06e9,45.55031135621055,17.20541731481096
59,a194f701-b3e5-4060-ba7d-8748bcb368db,45.44318816013404,18.61534143019404
60,475e6980-f0b3-4bf8-bbb3-4bd4fa2e4075,45.74339511482699,15.79445375000431
61,c6b474b1-1138-4fe0-a6db-58420a5b6b33,45.98536938383006,16.46555895510347
62,8eec3e84-fad4-462c-ae71-219186e15158,44.1962855472628,15.62069720055393
63,04ae4447-2c09-4b49-91e1-2096d78b6d1d,45.33763718657531,17.19674212522693
64,b133b8eb-31c0-4fc8-82fb-ee6eaa4e6ff0,43.20728773553599,17.24005326670021
65,dc419abb-6c8e-4102-bca8-50d7bd23e760,45.62114837374311,15.32164712454198
66,be0d0e93-0ba9-43e8-90ba-09e2f9aa7a2a,45.35174809449487,17.59019333399943
67,2aae18c2-1be2-4a43-86d2-b6a1f18cfba1,45.19817419246679,15.02208776072006
68,07fec09d-408d-4930-a7dc-4a1b64736b07,45.38388200901178,18.39646534055448
69,e2cdc895-6752-44aa-b3d1-51e216324cba,43.4877577,16.6264544
70,ca6c6a4b-36f5-48eb-b8da-0290c5e8335c,45.51330110427047,14.69653206852471
71,ae1895d5-100a-4ba6-be5f-ccba1b492b84,43.16309850962931,17.38899273111626
72,cd1c6760-ec09-4a2a-8801-b14033e75fdb,45.79475167212188,15.57291111464485
73,c750a4a7-2342-46b3-83d5-8341c740770c,46.28838375858097,15.97301856883263
74,5a067c48-687e-430f-9872-0e0f51746212,46.03278198800189,16.02909753813929
75,fbe6073e-799d-414b-9c34-37f0653555a1,45.38412953304739,14.04339041254464
76,31be1504-ca4e-46f5-b4d3-76bd84cf86b2,45.08845640118562,18.75604539023384
77,70105afe-84bb-4f83-ad56-e1f2a9ec9bfc,45.17820972634587,13.86307933414907
78,88a1b73e-bfa8-45fc-b36d-715246c3b1a0,44.06241588216934,15.93241840874198
79,46527780-dc76-4dd8-a511-47884e58274f,45.33508781151463,13.9591315173832
80,3545b2f4-99b0-4d4c-925c-e4ca16106669,43.81880632268854,16.51874700729471
81,3c9a7325-2611-41ca-a5a3-40e8ad3f34eb,44.5933094901217,15.96649842564178
82,e84c85ed-557e-4239-b357-1af5b51b7975,44.93980767064678,13.79120383633426
83,d07ffcc1-031c-498a-af89-a6cba0a014ca,46.2328704509891,16.43136031427307
84,8dc5c10c-a270-4904-bbff-5913a556f15d,45.43763141909048,13.58619536120893
85,d74a33cb-f5dd-4e2e-9857-94710d93e3c1,46.0311192320311,16.36958824291245
86,f48b6268-0295-4a2f-8591-381b6baa7a98,45.7763273434486,16.74055282249217
87,b1612523-7cb0-492b-a284-5966d10f5a20,44.82586650276304,15.02998700789599
88,906af883-24e1-4ef8-95bb-ee49b2b0aecd,45.61881841753502,15.83016495791805
89,7b73f4c6-0d4d-4380-8d33-bd49a240d18e,45.80739982751966,15.64031329844758
90,06ca5c7c-7dcf-47aa-b2dd-e460297e2bdd,44.00693087963333,16.0960063881976
91,791237ff-ef5f-4db0-984a-4e7b23499c76,45.36907901529795,18.24737350977507
92,d07352c2-4c08-4242-8297-2d4377c26a55,45.28019225006476,18.43728979912752
93,677f60a0-21e3-4aa2-bf57-54cbdcfe2827,42.67786393359707,18.07365984532283
94,8c0e4d23-519b-4d33-ae29-d3cc1960bb01,45.40925876230698,17.06739167120091
95,8e4d0171-4378-4191-be17-b3e59547fb7c,45.22903609755925,17.78737538346845
96,7f7303c4-296d-4ba8-8e77-70cdee7b4159,45.9964422,17.0733359
97,89efe2a3-a83a-48a2-a819-ea829a3ea5d3,44.28244919999999,15.6074266
98,cc67a0d8-841b-4c89-935c-f7be4b64ef2a,43.82103306992252,16.23959872841498
99,8b5cac62-8f9d-4f02-bc6f-7628b96908cd,44.41577271523884,15.90973535195153
100,5188b2f2-7981-4f70-88b9-34a2dc59e100,46.09541760364201,16.50219641093308
101,90e54b7e-476d-46ee-816e-6541e3c752a4,45.44717618598521,18.96598376366151
102,06a060fd-38ff-47e9-86cd-903591cefc58,44.56680555706807,15.31709834293986
103,c84fdda0-c6da-43dd-803b-1ef52ee17b28,45.34330065314619,15.34223072552218
104,1539335b-b3a0-4df7-a187-f8aec07d316b,45.6061235,18.7912984
105,80e0d50d-8ed9-4a61-a4f9-0cdd1913daba,45.7564953778087,17.91469429951824
106,b1c5f77e-d523-4531-8ecb-ff791b3bc17c,45.92967739808062,15.90610536757675
107,43649e13-806c-4076-bc71-6673bcc3be9d,45.66528199500398,15.9316791151575
108,cd8c3f79-f344-485c-ad3a-855522e81469,45.35307277329369,17.84418525149649
109,063d18a4-ba1f-4029-9f1f-3c7f0731c734,44.78582525418746,15.09803546944713
110,a2f34742-b2f3-4fa9-9384-d102e734f43b,44.79598852627891,15.68472055027626
111,68dec096-3d20-4291-88f5-55aeaefdb81b,45.27711184473121,14.74111164169428
112,4c67e724-94b4-44de-9764-6cbe0eb8c3fe,44.07932546423309,16.16725302641707
113,a44016d3-b7f9-4884-866c-5295b93c0836,45.17431263188593,15.61411535307226
114,bc63c454-22c5-4a74-a9f6-1fee427abe8f,45.77170887125509,15.73409362528126
115,088ccf4c-76cb-4088-acf4-824ad3019dcb,45.9459018679058,16.09768143250604
116,2f808465-6a6d-4f2e-b45e-edbf5d1c9420,44.87897371143251,15.73736974208378
117,a1eef521-22b3-4b7c-9aac-de2424bf0c71,42.47709743250248,18.43332266129262
118,622e6e6e-93f0-48c9-bbbc-ce77919d3af8,45.3738395988042,16.13598394834153
119,4d78352c-855c-4658-a48b-cb4cfbbdc40a,46.26761252068951,16.0718325689411
120,559a4247-3fd5-4933-a95a-2a8f0720d63e,45.42452969142968,18.45836372945706
121,e6e6f04b-27b4-45da-9b9c-cacafdfe3570,44.0682083689349,15.69683896885003
122,568a28b2-b71a-4240-9964-a7c7ec986ef5,43.4742243428221,17.20512785199276
123,65cd5e58-9d4f-4a06-90f9-553796ced93a,43.50991224773829,16.49787841023256
124,b96716e3-c564-4304-8224-d841928b50a4,45.95839236401751,15.85415426688454
