uuid,latitude,longitude,polygon_index,centroid_lng,centroid_lat,is_true_centroid,crs_y,crs_x,crs_centroid_y,crs_centroid_x
69387a76-b6f6-4a76-9d82-59367e14cb12,45.55222786237915,18.53839695354916,16.0,18.696387000000087,45.1966600000001,True,5531731.023637477,159131.4258321089,5492554.729075915,172523.93367740803
83fd0354-8781-4325-9139-653ba0ce718f,45.11632629078026,14.82181715265881,11.0,14.696387000000085,45.1966600000001,True,5482666.096645223,-132009.38189737877,5491799.800674626,-141677.49407431413
5e2f692d-a2e6-45b1-b18b-3cec90b31b64,45.42498633931014,18.76785331863612,16.0,18.696387000000087,45.1966600000001,True,5518068.756777139,177432.2842785179,5492554.729075915,172523.93367740803
b3447ea2-8ea2-4c4e-b2a8-8611c8253995,46.15450138396207,17.0570928956176,21.0,17.09638700000009,45.996660000000105,True,5596833.6187888505,43038.470233850545,5579309.710686184,46202.12346698385
93c8620f-2e97-4fe1-999a-c4c423b3d878,43.65148208448196,16.32389407347047,4.0,16.296387000000088,43.596660000000114,True,5318597.870381418,-14204.431213730888,5312513.180688061,-16438.275250425355
d2b3e614-71e0-4910-82dd-f19a767f3307,45.29523222005575,15.25182092057545,12.0,15.496387000000086,45.1966600000001,True,5501936.550300867,-97883.92112762309,5490720.627644437,-78840.27308258261
275ca9fb-9d73-4324-b238-88d9f68fdeaf,45.30989747209561,16.99975759416772,14.0,17.09638700000009,45.1966600000001,True,5502938.465579297,39182.99410152464,5490407.519117255,46850.80626442687
c844632c-2053-4a1c-816d-61dd2f1d0ffc,45.20693758219236,19.15135492798874,17.0,19.42549557363352,45.20233172239215,False,5494755.819812291,208212.70021301383,5494978.814764027,229750.70100561643
1a1d31ee-29a1-402b-9a84-eaf0500e6942,44.83549095504157,15.23641089044135,12.0,15.496387000000086,45.1966600000001,True,5450881.762224875,-99881.92261401351,5490720.627644437,-78840.27308258261
2f9003b4-fb10-4c7a-a05d-e107b906ee69,44.26924442484817,15.93824381396705,9.0,16.19805500000001,44.353607000000125,False,5387359.639053612,-44838.43565322936,5396621.435009326,-24066.258725105217
102ae7f4-33d0-46ea-827e-0df7e12e1393,42.64626656416792,18.10159755151343,1.0,17.896387000000086,42.79666000000011,True,5208196.203399836,131362.27171152362,5224594.799212858,114247.30244349313
041b83f0-5286-4432-806e-4d64a7066bbc,45.4821586934661,18.14766501740445,15.0,17.896387000000086,45.1966600000001,True,5523258.328613156,128789.74945737008,5491173.613614612,109692.62399445343
62c80ed4-2d4a-4357-907f-4d61c1936ec0,45.95691919999999,16.1174669,20.0,16.296387000000088,45.996660000000105,True,5574793.20746052,-29655.68193653344,5579160.801245694,-15774.030467237864
b5d44460-9969-4639-88f3-beae2a43a74a,45.7467711,18.2883074,22.0,17.846917955733673,45.79208304506208,False,5552888.9668136425,139138.0431406756,5557265.604931269,104716.67214333512
63912081-f7c8-49c1-818a-dc12c844cf67,44.54230304831046,15.06757744288909,7.0,14.95877308495161,44.616313554280225,False,5418535.873048022,-113797.0536206763,5426913.458669437,-122284.87243800108
b814b188-bf15-4ab1-b5ca-1d5b7a3bbc83,45.46392401853216,16.49618753493564,13.0,16.296387000000088,45.1966600000001,True,5519933.910829214,-298.1160590543086,5490256.5189721575,-15995.499556591547
b3ff9bb4-91c9-4cbe-b5fd-13f10e0bcb36,45.72256443832539,15.92413356272906,20.0,16.296387000000088,45.996660000000105,True,5548834.444487954,-44827.05521782964,5579160.801245694,-15774.030467237864
070086ee-5e80-4637-a8e3-14da0e4d4900,45.36091561781626,15.05893073966216,11.0,14.696387000000085,45.1966600000001,True,5509482.722794443,-112880.50196246334,5491799.800674626,-141677.49407431413
75a56f94-dcba-41ce-877e-e8bc9c852c07,44.93050924391569,18.92362533427355,16.0,18.696387000000087,45.1966600000001,True,5463501.617948577,191244.97290960135,5492554.729075915,172523.93367740803
6ed39af5-8f9e-48cf-9dea-f5b8c02b588a,45.6332298,18.6072235,23.0,18.715553000000114,45.913605000000075,False,5540866.001546194,164271.28849914853,5572238.89351589,171869.68585979228
9e39ba63-f959-471a-8ae2-35e333119dee,45.4242358850085,18.83456329363789,16.0,18.696387000000087,45.1966600000001,True,5518132.34218534,182652.52103317907,5492554.729075915,172523.93367740803
a8094b58-211d-4a28-9500-fe156a1cd979,45.44424492483735,14.34558153408151,11.0,14.696387000000085,45.1966600000001,True,5519967.961800396,-168503.07825747476,5491799.800674626,-141677.49407431413
1ec8e9f7-c8ac-47f6-807e-b3ea647ec34e,45.5697489355163,17.71670057767933,15.0,17.896387000000086,45.1966600000001,True,5532400.532372351,94961.4546620216,5491173.613614612,109692.62399445343
a5c55af3-9fe6-4787-94b8-76949bce3c22,43.8065321,15.5903654,3.0,15.65197818866646,43.806281928596505,False,5336213.221110918,-73176.58623479583,5336132.140536006,-68220.54824892376
2a4d4844-15ea-4845-b206-97df98803cae,45.90081484196477,16.70025795559188,21.0,17.09638700000009,45.996660000000105,True,5568506.820195332,15540.21473418804,5579309.710686184,46202.12346698385
8323a98f-e645-4684-8fc6-bddcd82f911d,43.79482877678339,16.07241545262021,4.0,16.296387000000088,43.596660000000114,True,5334595.982650144,-34404.87742783057,5312513.180688061,-16438.275250425355
05fe3cb0-67eb-41c2-9eb2-29cb8ee2c370,44.96342025250799,15.36921751225532,12.0,15.496387000000086,45.1966600000001,True,5464939.406408188,-89188.15228836994,5490720.627644437,-78840.27308258261
b6b28772-a81b-4917-9e95-f9875ecd312f,45.27936710985799,17.42858971308121,14.0,17.09638700000009,45.1966600000001,True,5499840.098796194,72842.57376409322,5490407.519117255,46850.80626442687
48890406-4b5b-4263-ba70-c4e168df8516,45.40471918634083,18.82234247634886,16.0,18.696387000000087,45.1966600000001,True,5515937.283723055,181758.25159943805,5492554.729075915,172523.93367740803
e97c3b84-d4e3-45e3-bf0c-e9dc8cb88f1f,43.78197552535114,15.7275016979474,3.0,15.65197818866646,43.806281928596505,False,5333372.007663596,-62170.63939220062,5336132.140536006,-68220.54824892376
7e5ec877-48c2-44fa-8683-f14148409dcc,45.13492454405424,15.63980183045819,12.0,15.496387000000086,45.1966600000001,True,5483733.221276808,-67646.75053696438,5490720.627644437,-78840.27308258261
a8347b82-cf50-41d6-ab8c-ff3e4a058382,45.60395150606697,18.0813538119166,22.0,17.846917955733673,45.79208304506208,False,5536687.860195595,123345.35954160863,5557265.604931269,104716.67214333512
54dab2f2-94e9-4ff2-83a1-be3b4d324a34,44.14149004996507,15.58326149571842,8.0,15.496387000000086,44.3966600000001,True,5373425.331409231,-73330.73523611992,5401850.30042506,-79931.53480560322
b5d664cb-702a-4659-9caf-65de383c4641,45.54588479343479,18.53103100962658,16.0,18.696387000000087,45.1966600000001,True,5531012.039530912,158574.02125231197,5492554.729075915,172523.93367740803
806bd67d-abc6-484e-9a6e-21a99b51acd5,44.78363314666137,15.51154417258615,8.0,15.496387000000086,44.3966600000001,True,5444821.389027216,-78204.55826706845,5401850.30042506,-79931.53480560322
1ab00b91-66cc-43b0-a3a9-7febfa43e548,45.40295795372018,17.03737067479651,14.0,17.09638700000009,45.1966600000001,True,5513297.56832267,42063.98589572446,5490407.519117255,46850.80626442687
7bfec773-d389-4885-a3bb-99e3294758b5,46.06162077378089,15.85881533409151,19.0,15.516022669557431,45.83788135706815,False,5586556.641285319,-49615.88778375975,5561953.058551482,-76440.04744960812
bbba4329-e4ec-44ab-86ab-fb1d586f1599,45.65043087711575,18.00527260796467,22.0,17.846917955733673,45.79208304506208,False,5541740.258256472,117316.60485670478,5557265.604931269,104716.67214333512
d99b774a-60d1-414c-9680-93924ef2f99e,43.40966932665056,16.9735298910129,5.0,17.06446257272201,43.52968298778991,False,5291831.821731131,38349.62305460759,5305210.109507068,45621.78577025467
a8584dd4-73a8-40cd-afbb-d51c46f72813,43.68256088921031,16.60834623214093,4.0,16.296387000000088,43.596660000000114,True,5322040.705974631,8734.467160691032,5312513.180688061,-16438.275250425355
fa03cec6-3a6f-4b5f-bc3b-2d8a8391c145,43.57605768103586,15.96390517504642,4.0,16.296387000000088,43.596660000000114,True,5310346.09109002,-43295.25391912302,5312513.180688061,-16438.275250425355
b5c2c57e-ee86-4a7c-94d9-653217a181a3,46.21350251829372,16.59749651358238,20.0,16.296387000000088,45.996660000000105,True,5603250.536696521,7524.371150259421,5579160.801245694,-15774.030467237864
512f8ba1-dbcb-4112-8b6b-395344956a1d,45.17073851583878,15.76686917926369,12.0,15.496387000000086,45.1966600000001,True,5487614.883466305,-57618.66130200075,5490720.627644437,-78840.27308258261
d7007fa4-7bdb-4470-b1fc-354cf00d8d28,45.64513589094166,17.32557971457095,21.0,17.09638700000009,45.996660000000105,True,5540396.516028791,64351.7880300915,5579309.710686184,46202.12346698385
f7824b78-af68-4e0f-b64b-b20fa45edc08,46.22314646239279,16.6605265726442,20.0,16.296387000000088,45.996660000000105,True,5604330.3462448595,12386.655554990106,5579160.801245694,-15774.030467237864
23e685cb-77ad-41c0-94b6-710978340005,45.29630961704254,14.52706061303616,11.0,14.696387000000085,45.1966600000001,True,5503176.123704339,-154708.72164817227,5491799.800674626,-141677.49407431413
6e577bb5-4c18-4bc8-a071-f466500bbd51,45.38694229980929,17.78351701533439,15.0,17.896387000000086,45.1966600000001,True,5512168.708044813,100494.93013817529,5491173.613614612,109692.62399445343
ec0467cc-7b68-4466-a0c9-1761a92f8a7b,46.16475940363332,17.0495471038536,21.0,17.09638700000009,45.996660000000105,True,5597970.0017523635,42447.858427152925,5579309.710686184,46202.12346698385
fa9bd265-de21-44d7-96f1-f58c8fb81022,45.37463922617619,17.92259997110768,15.0,17.896387000000086,45.1966600000001,True,5510982.084462909,111407.3900174909,5491173.613614612,109692.62399445343
4c84c945-e81a-423f-b1a7-99febb5aca3d,45.50593047244229,14.91497827762785,11.0,14.696387000000085,45.1966600000001,True,5525802.621455236,-123842.63904506096,5491799.800674626,-141677.49407431413
995f52a2-2aae-4550-b0ea-61eb50b69473,43.28728217566015,17.3217660709768,5.0,17.06446257272201,43.52968298778991,False,5278460.212221535,66688.06045943436,5305210.109507068,45621.78577025467
6a38d0e4-3339-42b0-992d-ac4340f0b19c,45.34432098675953,16.53558128986866,13.0,16.296387000000088,45.1966600000001,True,5506644.279190546,2788.067637010838,5490256.5189721575,-15995.499556591547
31f62d9b-2dc7-4f46-bd4d-d5577389b1e2,43.75467143838433,16.44200590979568,4.0,16.296387000000088,43.596660000000114,True,5330046.852108543,-4669.583677727828,5312513.180688061,-16438.275250425355
5c672fab-0559-4bdc-bdb6-dc4fc62bfff9,45.81715972779445,16.72072074565433,21.0,17.09638700000009,45.996660000000105,True,5559213.024574734,17153.251747901762,5579309.710686184,46202.12346698385
def53ccb-6991-479a-9907-640ddc79ff36,45.47923890954938,17.86442457355199,15.0,17.896387000000086,45.1966600000001,True,5522525.979367645,106657.94370490056,5491173.613614612,109692.62399445343
e09a2047-bb5c-4845-b369-f860c1cfcfbd,45.70388361455997,16.85859617766561,21.0,17.09638700000009,45.996660000000105,True,5546661.660979843,27923.379885626622,5579309.710686184,46202.12346698385
8674d1fc-143a-47cd-a0ea-c4d063a26132,45.14633151395488,13.97877105627561,10.0,13.896387000000082,45.1966600000001,True,5487701.7967572035,-198204.8223925345,5493493.934682928,-204501.14301605202
3b4684a6-2d4e-4aac-9c1a-9382a5226bb5,46.32093596177666,16.1072559456384,20.0,16.296387000000088,45.996660000000105,True,5615262.7083377885,-30252.835383331065,5579160.801245694,-15774.030467237864
622f7772-aa8b-463f-8aa8-e553b6fd06e9,45.55031135621055,17.20541731481096,14.0,17.09638700000009,45.1966600000001,True,5529771.351685746,55076.63881333569,5490407.519117255,46850.80626442687
a194f701-b3e5-4060-ba7d-8748bcb368db,45.44318816013404,18.61534143019404,16.0,18.696387000000087,45.1966600000001,True,5519770.74336744,165450.48170060627,5492554.729075915,172523.93367740803
475e6980-f0b3-4bf8-bbb3-4bd4fa2e4075,45.74339511482699,15.79445375000431,19.0,15.516022669557431,45.83788135706815,False,5551228.562927314,-54901.48370867515,5561953.058551482,-76440.04744960812
c6b474b1-1138-4fe0-a6db-58420a5b6b33,45.98536938383006,16.46555895510347,20.0,16.296387000000088,45.996660000000105,True,5577886.709767665,-2668.7014658556286,5579160.801245694,-15774.030467237864
8eec3e84-fad4-462c-ae71-219186e15158,44.1962855472628,15.62069720055393,8.0,15.496387000000086,44.3966600000001,True,5379478.960455683,-70270.8575633847,5401850.30042506,-79931.53480560322
04ae4447-2c09-4b49-91e1-2096d78b6d1d,45.33763718657531,17.19674212522693,14.0,17.09638700000009,45.1966600000001,True,5506133.709184169,54600.77385608621,5490407.519117255,46850.80626442687
