,uuid,latitude,longitude,polygon_index,centroid_lat,centroid_lng,is_true_centroid,y
0,00a19e17-de77-4fac-8f8e-1229cfd7946d,44.77055268022088,15.52208170806299,96.0,15.596387000000076,44.69666000000014,True,21
1,0b1d619f-3d9f-4334-8d26-649471ac2751,44.72923135283717,15.50125064623398,96.0,15.596387000000076,44.69666000000014,True,21
2,0c0a31f8-f1ad-4998-b0df-abf28ac77fb3,44.65321007914996,15.63136328287973,96.0,15.596387000000076,44.69666000000014,True,21
3,0ba17016-dca3-4f0b-847f-66261f1a2af5,45.10832965157085,15.56062384182421,122.0,15.596387000000076,45.09666000000015,True,31
4,0ac58930-d064-4ae3-acca-66eb8ce8f34a,45.55751587446989,17.27398551490787,189.0,17.196387000000072,45.49666000000016,True,56
5,0a308d88-d3b4-418a-a999-48de372c7515,45.51879985305809,17.17975427089783,189.0,17.196387000000072,45.49666000000016,True,56
6,0a1ff5aa-02e3-487d-b4b1-29920ae9b0aa,45.07483902274171,13.78144518338059,113.0,13.796387000000085,45.09666000000015,True,27
7,0a309d4e-c05f-46e5-8200-33bf3e4d97c8,45.0069282,13.7957382,113.0,13.796387000000085,45.09666000000015,True,27
8,0b3cc5ce-2458-428d-8f8f-575dc6017420,45.16848419365575,13.80262223400532,113.0,13.796387000000085,45.09666000000015,True,27
9,0b87f930-1ad4-45db-a3bc-e5a6cddf24b9,45.20646569239791,16.74318164681734,157.0,16.79638700000007,45.29666000000016,True,45
10,0ba22d97-86ad-41a3-97f0-59a37a27b20f,45.22483232769233,16.75991699889845,157.0,16.79638700000007,45.29666000000016,True,45
11,0abf0626-7c7b-4812-88e4-521f8cb9d7f6,45.47033193871011,16.74147275919357,187.0,16.79638700000007,45.49666000000016,True,54
12,0b0ae14c-dd9a-4ac7-9935-33accd7316e4,46.07439944607022,15.9894043848598,239.0,15.996387000000077,46.09666000000016,True,76
13,00b60413-f5d4-46f2-9793-5ae5a2c48c15,45.77852155472318,18.73979302488446,219.0,18.796387000000067,45.69666000000015,True,68
14,0bb1a723-f449-41c7-8833-595b49871799,45.29962169884163,16.13703110439908,154.0,16.196387000000072,45.29666000000016,True,44
15,0b4ecf89-854c-4d26-8436-7bd6318fa46c,45.37341150888448,14.90077984480622,148.0,14.996387000000077,45.29666000000016,True,41
16,0c1ce615-4444-440b-81d3-a149342baad8,45.7368436749728,17.09261863791599,210.0,16.99638700000007,45.69666000000015,True,63
17,0aa5a55d-59b6-4f73-bdf7-85afa1352f94,45.77113843382239,16.92931896208438,210.0,16.99638700000007,45.69666000000015,True,63
18,0a071a4e-2aed-47af-a770-754b6ed68ed8,45.50416201316453,18.29908776475826,195.0,18.396387000000065,45.49666000000016,True,57
19,0c4ad487-da05-4a6e-9ab5-8f72dbcef286,44.07309702405258,15.33227695128168,64.0,15.39638700000008,44.096660000000135,True,15
20,0a8b2b7b-f3b9-49c0-bc96-3e1c6b7a55c1,45.38124107461358,13.95411488229437,143.0,13.99638700000008,45.29666000000016,True,37
21,00c3c183-8027-4b9e-ae80-9b0b5655acb3,45.2198589526763,13.98175174368499,143.0,13.99638700000008,45.29666000000016,True,37
22,0ade756e-35ad-47a6-a7a2-2de9f1f2cb0b,45.21381936248498,15.22780457761917,149.0,15.19638700000008,45.29666000000016,True,42
23,0b9fc099-9790-4bba-bdc5-d1e8617d1e28,43.24069155705727,17.32644095263157,34.0,17.353890527841983,43.238228575149066,False,2
24,0b5dd3c2-5517-481f-b00e-39e05b0bb812,43.29229179810993,17.30702219010437,34.0,17.353890527841983,43.238228575149066,False,2
25,0a069928-e7bb-48e5-9b56-37b10df3a7d8,45.89131283797577,16.31882439249835,226.0,16.396387000000075,45.89666000000016,True,71
26,0c7c589d-5970-424c-a760-9f383fe8df66,43.42213647346675,16.96998474106119,40.0,16.99638700000007,43.496660000000126,True,7
27,0ae9721f-86d2-47b0-8c30-07f425da8b4c,43.44648736890484,17.04885310668114,40.0,16.99638700000007,43.496660000000126,True,7
28,0ac46d68-56ea-4d69-863c-9160f414473c,43.6895214,16.6120172,48.0,16.59638700000007,43.69666000000013,True,11
29,0a68439e-1a3e-4bfe-8b58-2a78c4f7aa68,43.77533133795306,16.68648299578672,48.0,16.59638700000007,43.69666000000013,True,11
30,0aa3fa14-bb95-4e96-b3bd-b5f7a4dae3e1,45.71031210442343,18.56141269927223,218.0,18.59638700000007,45.69666000000015,True,67
31,0b541d6d-bd50-49e1-8335-05b99f4eab74,43.75866951703524,16.35025834810908,47.0,16.396387000000075,43.69666000000013,True,10
32,0c0e7cf9-e5c0-4d0b-a7be-46a96ab33e0b,43.66028868467038,16.48421808848432,47.0,16.396387000000075,43.69666000000013,True,10
33,0bdbdaa3-c510-42da-a9ca-c9dd2e723b6f,46.22215953737959,16.4340468295841,250.0,16.396387000000075,46.29666000000017,True,82
34,0a2bc736-c574-4341-9ad3-0ebd8b113994,46.37186643705428,16.40854266837745,250.0,16.396387000000075,46.29666000000017,True,82
35,0be25fdd-ead7-409b-ac54-69059cec9f31,46.15965699914996,15.73121186067441,238.0,15.796387000000074,46.09666000000016,True,75
36,0ab5b31a-9cac-4a88-831f-35d594841df1,45.76963034597846,17.32969865079245,212.0,17.39638700000007,45.69666000000015,True,64
37,0ae9bd66-dbca-43fb-af3a-4d168c98141e,45.77663898484698,17.40506821756249,212.0,17.39638700000007,45.69666000000015,True,64
38,0beb331a-933c-4364-82fe-f97e63fc0090,45.46026472418801,15.41017919336978,180.0,15.39638700000008,45.49666000000016,True,51
